Student Id,Off Class,Days Enrolled,Full Day Present,Full Day Absent,Half Day,Total Late,Percent Attd
214309502,FYS,144,143,1,0,0,99.3
213312861,FYS,144,143,1,0,0,99.3
215328238,FYS,144,143,1,0,0,99.3
208999573,FYS,144,143,1,0,0,99.3
214435091,FYS,144,143,1,0,0,99.3
214534000,FYS,144,143,1,0,0,99.3
214510158,FYS,144,143,1,0,0,99.3
209097120,FYS,144,143,1,0,0,99.3
215430869,FYS,144,143,1,0,0,99.3
208517334,FYS,141,141,0,0,0,100
209284785,FYS,144,143,1,0,0,99.3
214583395,FYS,144,143,1,0,0,99.3
215386632,FYS,144,142,2,0,0,98.6
208101345,FYS,144,143,1,0,0,99.3
215848680,FYS,144,143,1,0,0,99.3
213319890,FYS,144,143,1,0,0,99.3
209046697,FYS,144,143,1,0,0,99.3
207090457,FYS,144,143,1,0,0,99.3
209329465,FYS,144,143,1,0,0,99.3
208929471,FYS,144,143,1,0,0,99.3
214621054,FYS,144,143,1,0,0,99.3
215216052,FYS,129,90,39,0,0,69.7
215186602,FYS,144,143,1,0,0,99.3
215338658,FYS,144,143,1,0,0,99.3
214533689,FYS,144,143,1,0,0,99.3
214486177,FYS,144,143,1,0,0,99.3
218861235,FYS,144,143,1,0,0,99.3
207350869,FYS,144,143,1,0,0,99.3
214978132,FYS,144,143,1,0,0,99.3
209076900,FYS,144,143,1,0,0,99.3
208946087,FYS,144,143,1,0,0,99.3
208764845,FYS,144,143,1,0,0,99.3
216128801,FYS,144,143,1,0,0,99.3
209173756,FYS,144,143,1,0,0,99.3
208968321,FYS,144,143,1,0,0,99.3
209903624,FYS,144,143,1,0,0,99.3
214467565,FYS,78,77,1,0,0,98.7
214664377,FYS,144,143,1,0,0,99.3
209312636,FYS,144,143,1,0,0,99.3
214367831,FYS,144,143,1,0,0,99.3
215574658,FYS,144,143,1,0,0,99.3
209266832,FYS,144,143,1,0,0,99.3
209423748,FYS,144,143,1,0,0,99.3
208771592,FYS,144,143,1,0,0,99.3
209930403,FYS,144,143,1,0,0,99.3
207467879,FYS,44,44,0,0,0,100
214381196,FYS,144,143,1,0,0,99.3
209193820,FYS,144,143,1,0,0,99.3
208593269,FYS,144,143,1,0,0,99.3
227994597,0,144,136,8,0,1,94.4
225573294,0,129,125,4,0,0,96.8
223145160,0,139,94,45,0,0,67.6
223571688,0,144,144,0,0,0,100
225180520,0,142,141,1,0,0,99.2
223451907,0,106,106,0,0,0,100
228527537,0,113,104,9,0,0,92
220250187,0,144,137,7,0,0,95.1
222725400,0,32,23,9,0,0,71.8
244645875,0,144,142,2,0,0,98.6
220220511,0,144,50,94,0,2,34.7
222668337,0,137,128,9,0,0,93.4
221909922,0,119,119,0,0,0,100
220690861,0,141,141,0,0,0,100
224665240,0,141,141,0,0,0,100
229464540,0,144,144,0,0,0,100
224565945,0,114,111,3,0,0,97.3
229149208,0,144,143,1,0,0,99.3
227253606,0,144,142,2,0,0,98.6
220343784,0,141,141,0,0,0,100
221130057,0,144,138,6,0,0,95.8
218602704,10A,144,117,27,0,0,81.2
217856194,10A,144,111,33,0,0,77
221317076,10A,144,143,1,0,0,99.3
223041351,10A,144,144,0,0,0,100
221320880,10A,144,142,2,0,0,98.6
223992959,10A,144,144,0,0,0,100
221333248,10A,144,139,5,0,0,96.5
247913817,10A,144,141,3,0,0,97.9
245004429,10A,144,135,9,0,0,93.7
223724915,10A,144,142,2,0,0,98.6
249662438,10A,144,135,9,0,0,93.7
222555377,10A,144,143,1,0,0,99.3
217608058,10A,144,142,2,0,0,98.6
222827081,10A,144,143,1,0,0,99.3
221316409,10A,144,143,1,0,0,99.3
221322225,10A,144,140,4,0,0,97.2
203532015,10A,144,143,1,0,0,99.3
225668276,10A,144,141,3,0,0,97.9
231462557,10A,144,143,1,0,0,99.3
219219235,10A,144,143,1,0,1,99.3
218738029,10A,144,143,1,0,0,99.3
222781213,10A,144,142,2,0,0,98.6
216862979,10A,144,143,1,0,0,99.3
223249996,10A,144,142,2,0,0,98.6
221063100,10A,144,138,6,0,0,95.8
221318272,10A,144,86,58,0,0,59.7
226188456,10A,144,10,134,0,1,6.9
221021108,10A,144,144,0,0,0,100
217302165,10A,143,125,18,0,0,87.4
219690286,10A,144,134,10,0,0,93
222555450,10A,144,143,1,0,0,99.3
220973192,10A,144,143,1,0,0,99.3
242370732,10A,144,143,1,0,0,99.3
236838033,10A,144,138,6,0,0,95.8
231720285,10A,144,137,7,0,0,95.1
221309073,10A,144,143,1,0,0,99.3
220615280,10A,144,139,5,0,0,96.5
218965598,10A,144,144,0,0,0,100
249571068,10A,144,144,0,0,0,100
219206067,10A,144,143,1,0,0,99.3
218563674,10A,144,142,2,0,0,98.6
220511240,10A,144,127,17,0,0,88.1
223991332,10A,144,144,0,0,0,100
204338875,10A,142,62,80,0,0,43.6
227232170,10A,144,143,1,0,0,99.3
223568049,10A,141,129,12,0,0,91.4
237088448,10A,144,144,0,0,0,100
222780652,10A,144,132,12,0,0,91.6
242349991,10A,142,119,23,0,0,83.8
234723328,10A,144,141,3,0,0,97.9
221861172,10A,143,85,58,0,0,59.4
226240505,10A,144,142,2,0,0,98.6
216930107,10A,144,139,5,0,0,96.5
218252732,10A,144,135,9,0,0,93.7
244618104,10A,144,143,1,0,0,99.3
221335953,10A,144,131,13,0,0,90.9
222556615,10A,143,72,71,1,0,50.3
222897563,10A,144,67,77,0,0,46.5
224030270,10A,144,143,1,0,0,99.3
221493786,10A,144,143,1,0,0,99.3
215932310,10A,144,141,3,0,0,97.9
222780975,10A,144,92,52,0,0,63.8
223200205,10A,144,137,7,0,0,95.1
220925275,10A,144,138,6,0,0,95.8
221286198,10A,144,131,13,0,0,90.9
223695032,10A,144,144,0,0,0,100
223073354,10A,144,144,0,0,0,100
221335151,10A,142,138,4,0,0,97.1
223457607,10A,144,135,9,0,0,93.7
220239032,10A,143,51,92,0,0,35.6
221331622,10A,144,132,12,0,0,91.6
227178167,10A,144,142,2,0,0,98.6
221321243,10A,144,142,2,0,0,98.6
235311818,10A,144,144,0,0,0,100
220962518,10A,144,142,2,0,0,98.6
216346841,10A,144,144,0,0,0,100
221036437,10A,144,143,1,0,0,99.3
217990290,10A,144,143,1,0,0,99.3
223064361,10A,144,144,0,0,0,100
238941181,10A,144,136,8,0,0,94.4
214832487,10A,144,106,38,0,0,73.6
222482630,10A,144,130,14,0,0,90.2
221044134,10A,144,135,9,0,0,93.7
226809838,10A,144,139,5,0,0,96.5
226580421,10A,144,142,2,0,0,98.6
239427255,10A,144,141,3,0,0,97.9
243756632,10A,144,126,18,0,0,87.5
214380867,10A,144,144,0,0,0,100
221321938,10A,144,127,17,0,0,88.1
221340524,10A,144,143,1,0,0,99.3
221045032,10A,144,80,64,0,0,55.5
221223720,10A,144,102,42,0,0,70.8
225462837,10A,144,143,1,0,0,99.3
223125055,10D,144,137,7,0,0,95.1
218531184,10D,144,131,13,0,0,90.9
220674287,10D,144,142,2,0,0,98.6
220365209,10D,142,111,31,0,0,78.1
217126572,10D,144,110,34,0,0,76.3
221178007,10D,144,140,4,0,0,97.2
219217502,10D,144,143,1,0,0,99.3
219740248,10D,144,135,9,0,0,93.7
208061788,10D,144,144,0,0,0,100
220640775,10D,143,99,44,0,0,69.2
219205879,10D,144,143,1,0,0,99.3
215795931,11A,144,135,9,0,0,93.7
219699303,11A,144,143,1,0,0,99.3
225896174,11A,144,141,3,0,0,97.9
220178024,11A,144,144,0,0,0,100
215983347,11A,144,122,22,0,0,84.7
229136585,11A,144,135,9,0,0,93.7
215941683,11A,144,130,14,0,0,90.2
246884522,11A,144,142,2,0,0,98.6
243703584,11A,144,143,1,0,0,99.3
219748233,11A,144,139,5,0,0,96.5
214952152,11A,144,138,6,0,0,95.8
217939511,11A,144,142,2,0,0,98.6
216280271,11A,144,139,5,0,0,96.5
219726635,11A,144,132,12,0,0,91.6
222216806,11A,144,80,64,0,0,55.5
215192287,11A,144,143,1,0,0,99.3
219709904,11A,143,128,15,0,0,89.5
222342073,11A,144,143,1,0,0,99.3
220195267,11A,144,134,10,0,0,93
220459002,11A,144,131,13,0,0,90.9
219606209,11A,144,144,0,0,0,100
219538261,11A,144,128,16,0,0,88.8
219895497,11A,144,144,0,0,0,100
220216873,11A,144,144,0,0,0,100
219709870,11A,144,141,3,0,0,97.9
239947898,11A,144,113,31,0,0,78.4
237512231,11A,144,131,13,0,0,90.9
238550735,11A,144,139,5,0,0,96.5
221128408,11A,144,136,8,0,0,94.4
220154744,11A,144,132,12,0,0,91.6
219627031,11A,144,138,6,0,0,95.8
219688637,11A,144,143,1,0,0,99.3
220348486,11A,144,140,4,0,0,97.2
214534018,11A,144,36,108,0,0,25
216028555,11A,144,144,0,0,0,100
216027417,11A,144,136,8,0,0,94.4
221535925,11A,144,133,11,0,0,92.3
218509974,11A,144,129,15,0,0,89.5
226312635,11A,144,142,2,0,0,98.6
219484912,11A,144,144,0,0,0,100
217022615,11A,144,121,23,0,0,84
244416301,11A,144,143,1,0,0,99.3
219976503,11A,144,144,0,0,0,100
220082291,11A,144,143,1,0,0,99.3
214232886,11A,144,88,56,0,0,61.1
248235731,11A,144,131,13,0,0,90.9
220942684,11A,144,141,3,0,0,97.9
220942692,11A,144,140,4,0,0,97.2
220175830,11A,144,142,2,0,0,98.6
215792474,11A,144,130,14,0,0,90.2
220363964,11A,144,133,11,0,0,92.3
220740989,11A,143,133,10,0,0,93
234661296,11A,144,143,1,0,0,99.3
219851656,11A,144,113,31,0,0,78.4
220736383,11A,144,144,0,0,0,100
231136466,11A,144,142,2,0,0,98.6
220512883,11A,144,124,20,0,0,86.1
219543287,11A,144,144,0,0,0,100
246051965,11A,144,142,2,0,0,98.6
220836282,11A,144,144,0,0,0,100
220557052,11A,144,114,30,0,0,79.1
216046045,11A,144,144,0,0,0,100
220193049,11A,141,105,36,1,0,74.4
243370657,11A,144,141,3,0,0,97.9
211584792,11A,144,143,1,0,0,99.3
237433123,11A,144,140,4,0,0,97.2
216036764,11A,144,142,2,0,0,98.6
239795701,11A,144,144,0,0,0,100
219996923,11A,144,143,1,0,0,99.3
209170976,11A,144,138,6,0,0,95.8
220785109,11A,143,113,30,0,0,79
219702420,11A,143,124,19,0,0,86.7
220822290,11A,144,143,1,0,0,99.3
216907519,11A,144,134,10,0,0,93
217442177,11A,144,142,2,0,0,98.6
220309694,11A,144,61,83,0,0,42.3
219720067,11A,144,142,2,0,0,98.6
220741094,11A,144,143,1,0,0,99.3
243991627,11A,144,133,11,0,0,92.3
219978707,11A,144,94,50,0,0,65.2
217453505,11A,144,98,46,0,0,68
219709912,11A,144,127,17,0,0,88.1
219744133,11A,144,106,38,0,0,73.6
220272256,11A,144,134,10,0,0,93
220431209,11A,144,125,19,0,0,86.8
217271188,11A,144,96,48,1,0,66.6
220430649,11A,144,144,0,0,0,100
220271563,11A,144,143,1,0,0,99.3
220177869,11A,144,133,11,0,0,92.3
220322440,11A,144,128,16,0,0,88.8
219594132,11A,144,144,0,0,0,100
219703188,11A,144,139,5,0,0,96.5
214344012,11A,144,122,22,0,0,84.7
219761707,11A,144,140,4,0,0,97.2
249571241,11A,144,142,2,0,0,98.6
215439407,11D,144,139,5,0,0,96.5
220105902,11D,144,139,5,0,0,96.5
214708513,11D,144,143,1,0,0,99.3
218264885,11D,144,140,4,0,0,97.2
216046219,11D,144,144,0,0,0,100
219928728,11D,144,125,19,0,0,86.8
214434540,11D,144,143,1,0,0,99.3
220083885,11D,144,109,35,0,0,75.6
233320548,11D,144,128,16,0,0,88.8
219729720,11D,144,133,11,0,0,92.3
220342380,11D,144,143,1,0,0,99.3
216091959,11D,144,40,104,0,0,27.7
220281463,11D,144,123,21,0,0,85.4
219697349,11D,144,139,5,0,0,96.5
217946292,11D,144,132,12,0,0,91.6
215902784,12A,144,120,24,0,0,83.3
235293644,12A,144,144,0,0,0,100
218792398,12A,144,141,3,0,0,97.9
215259300,12A,144,139,5,0,0,96.5
215015157,12A,144,143,1,0,0,99.3
210575643,12A,144,126,18,0,0,87.5
214207425,12A,144,138,6,0,0,95.8
217064237,12A,144,144,0,0,0,100
218605244,12A,144,131,13,0,0,90.9
215298001,12A,144,56,88,0,0,38.8
217266865,12A,144,136,8,0,0,94.4
216878447,12A,144,128,16,0,0,88.8
240039024,12A,144,144,0,0,0,100
212163596,12A,144,143,1,0,0,99.3
217108224,12A,144,128,16,0,0,88.8
244736369,12A,144,116,28,0,0,80.5
216834234,12A,144,141,3,0,0,97.9
207243940,12A,144,140,4,0,0,97.2
216825604,12A,144,128,16,0,0,88.8
216736470,12A,144,129,15,0,0,89.5
208619569,12A,144,132,12,0,0,91.6
218733970,12A,144,115,29,0,0,79.8
218733954,12A,144,83,61,1,0,57.6
209076660,12A,144,136,8,0,0,94.4
244846424,12A,144,139,5,0,0,96.5
244846432,12A,144,141,3,0,0,97.9
219926557,12A,144,140,4,0,0,97.2
214676892,12A,144,141,3,0,0,97.9
222323602,12A,144,46,98,0,0,31.9
215777442,12A,144,143,1,0,0,99.3
209818681,12A,143,71,72,0,0,49.6
228528147,12A,144,132,12,0,0,91.6
238115612,12A,144,135,9,0,0,93.7
216092049,12A,144,142,2,0,0,98.6
215141466,12A,144,132,12,0,0,91.6
237401898,12A,144,93,51,0,0,64.5
208644047,12A,144,101,43,0,0,70.1
244846556,12A,144,144,0,0,0,100
218536621,12A,144,134,10,0,0,93
215567348,12A,144,121,23,0,0,84
218594026,12A,144,143,1,0,0,99.3
207293945,12A,143,110,33,0,0,76.9
209800663,12A,144,29,115,0,0,20.1
215996521,12A,144,129,15,0,0,89.5
211421789,12A,144,119,25,0,0,82.6
217323898,12A,144,97,47,0,0,67.3
219542461,12A,144,140,4,0,0,97.2
218653335,12A,144,142,2,0,0,98.6
215788936,12A,144,43,101,0,0,29.8
215436064,12A,144,134,10,0,0,93
216993816,12A,144,126,18,0,0,87.5
216142943,12A,144,143,1,0,0,99.3
217002872,12A,144,139,5,0,0,96.5
218675478,12A,144,144,0,0,0,100
207603051,12A,144,126,18,0,0,87.5
219979333,12A,144,126,18,0,0,87.5
231452814,12A,144,128,16,0,0,88.8
208680835,12A,144,144,0,0,0,100
219626835,12A,144,140,4,0,0,97.2
217108653,12A,144,141,3,0,0,97.9
216091991,12A,144,121,23,0,0,84
244846531,12A,144,144,0,0,0,100
218560118,12A,142,136,6,0,0,95.7
214643397,12A,144,140,4,0,0,97.2
235461415,12A,144,129,15,0,0,89.5
215767617,12A,144,99,45,0,0,68.7
209088772,12A,144,134,10,0,0,93
217767607,12A,144,144,0,0,0,100
215994971,12A,144,129,15,0,0,89.5
215779943,12A,144,131,13,0,0,90.9
216517144,12A,144,59,85,0,0,40.9
206548968,12A,144,129,15,0,0,89.5
227171097,12A,144,107,37,0,0,74.3
217447986,12A,144,142,2,0,0,98.6
220110043,12A,143,133,10,0,0,93
217021260,12A,144,140,4,0,0,97.2
240873893,12A,144,128,16,0,0,88.8
206341604,12A,144,87,57,1,0,60.4
218658458,12A,144,135,9,0,0,93.7
214104770,12A,144,144,0,0,0,100
215867169,12A,144,127,17,0,0,88.1
214323982,12A,144,123,21,0,0,85.4
215390063,12A,144,132,12,0,0,91.6
215884347,12A,144,143,1,0,0,99.3
214451551,12A,144,131,13,0,0,90.9
214291494,12A,143,127,16,0,0,88.8
216736363,12A,144,138,6,0,0,95.8
214125726,12A,144,136,8,0,0,94.4
215361429,12A,144,140,4,0,0,97.2
221463706,12A,144,144,0,0,0,100
233448398,12A,144,87,57,0,0,60.4
217443183,12A,144,142,2,0,0,98.6
244846549,12A,144,50,94,0,0,34.7
217192665,12A,144,134,10,0,0,93
218630291,12A,144,142,2,0,0,98.6
220826358,12A,144,116,28,0,0,80.5
217266857,12A,144,137,7,0,0,95.1
215883950,12A,144,133,11,0,0,92.3
208536409,12D,144,126,18,1,0,87.5
209094366,12D,144,133,11,0,0,92.3
215515669,12D,144,140,4,0,0,97.2
217228469,12D,144,131,13,0,0,90.9
215615204,12D,144,119,25,0,0,82.6
209219161,12D,144,134,10,0,0,93
216927640,12D,144,63,81,0,0,43.7
215457441,12D,144,128,16,0,0,88.8
206547598,12D,144,131,13,0,0,90.9
215706300,12D,144,141,3,0,0,97.9
215364704,12D,144,129,15,0,0,89.5
217115575,12D,144,134,10,0,0,93
216443549,12D,144,143,1,0,0,99.3
215886276,12D,144,142,2,0,0,98.6
214452336,12D,144,144,0,0,0,100
216236802,12D,144,134,10,0,0,93
238550826,190,144,142,2,0,0,98.6
247280217,190,144,144,0,0,0,100
221213218,190,144,138,6,0,0,95.8
224566059,190,144,142,2,0,0,98.6
226809945,190,144,112,32,0,0,77.7
224702423,190,144,144,0,0,0,100
240870212,190,144,144,0,0,0,100
224281527,190,144,139,5,0,0,96.5
225122522,190,144,141,3,0,0,97.9
243722998,190,144,140,4,0,0,97.2
227223328,190,144,136,8,0,0,94.4
224284182,190,144,144,0,0,0,100
222688905,190,144,142,2,0,0,98.6
224565176,190,144,142,2,0,0,98.6
231558644,190,141,80,61,0,0,56.7
227438447,190,144,144,0,0,0,100
230397564,190,144,140,4,0,0,97.2
214864449,190,144,143,1,0,0,99.3
233638790,190,144,144,0,0,0,100
226084390,190,144,139,5,0,0,96.5
225122639,190,144,133,11,0,0,92.3
221277874,190,144,143,1,0,0,99.3
221540297,190,144,142,2,0,0,98.6
225649318,190,144,140,4,0,0,97.2
226604429,190,144,142,2,0,0,98.6
233584689,190,144,144,0,0,0,100
223959164,190,144,143,1,0,0,99.3
230329286,190,144,131,13,0,0,90.9
246068589,190,144,139,5,0,0,96.5
225695139,190,144,140,4,0,0,97.2
228583332,190,144,142,2,0,0,98.6
247239874,190,144,140,4,0,0,97.2
227958345,190,144,144,0,0,0,100
226083913,190,144,122,22,0,0,84.7
249703869,190,144,143,1,0,0,99.3
226046068,190,144,141,3,0,0,97.9
227438439,190,144,140,4,0,0,97.2
220769012,190,144,142,2,0,0,98.6
233766468,190,144,143,1,0,0,99.3
205465602,190,144,140,4,0,0,97.2
224200212,190,144,131,13,0,0,90.9
218553394,190,144,134,10,0,0,93
220650543,190,144,113,31,0,0,78.4
227260650,190,144,141,3,0,0,97.9
228213609,190,144,141,3,0,0,97.9
230404378,190,144,130,14,0,0,90.2
225087303,190,144,142,2,0,0,98.6
221066970,190,144,136,8,0,0,94.4
224816603,190,144,126,18,0,0,87.5
232057109,190,144,135,9,0,0,93.7
230404386,190,144,144,0,0,0,100
228071361,190,144,144,0,0,0,100
223140591,190,144,126,18,0,0,87.5
231498882,190,144,143,1,0,0,99.3
224151944,190,144,140,4,0,0,97.2
246046759,190,144,134,10,0,0,93
219573128,190,144,141,3,0,0,97.9
240972380,190,144,139,5,0,0,96.5
245407473,190,144,142,2,0,0,98.6
225586957,190,143,136,7,0,0,95.1
219783222,190,143,143,0,0,0,100
220775779,190,144,138,6,0,0,95.8
221231517,190,144,143,1,0,0,99.3
219826146,190,144,142,2,0,0,98.6
233766443,190,144,140,4,0,0,97.2
237191705,190,144,140,4,0,0,97.2
219205499,190,144,144,0,0,0,100
220578439,190,144,144,0,0,0,100
221698236,190,144,142,2,0,0,98.6
233070978,190,144,143,1,0,0,99.3
229204458,190,144,141,3,0,0,97.9
239893373,190,144,139,5,0,0,96.5
225865278,190,144,140,4,0,0,97.2
225587062,190,144,136,8,0,0,94.4
230598427,190,144,143,1,0,0,99.3
226084531,190,144,143,1,0,0,99.3
229108428,190,144,137,7,0,0,95.1
228527644,190,144,143,1,0,0,99.3
224297192,190,144,133,11,0,0,92.3
249489378,190,144,141,3,0,0,97.9
224820399,190,144,143,1,0,0,99.3
228527636,190,144,143,1,0,0,99.3
229406152,190,144,144,0,0,0,100
229589569,190,144,142,2,0,0,98.6
229069570,190,143,142,1,0,0,99.3
233600055,190,144,143,1,0,0,99.3
225787878,190,144,144,0,0,0,100
220230858,190,144,144,0,0,0,100
235671567,190,144,143,1,0,0,99.3
225237940,190,144,134,10,0,0,93
221337140,190,144,137,7,0,0,95.1
229399746,190,144,144,0,0,0,100
225049261,190,144,144,0,0,0,100
232778670,199,144,141,3,0,0,97.9
222780777,199,142,119,23,0,0,83.8
220791941,199,144,144,0,0,0,100
225574219,199,144,142,2,0,0,98.6
223187758,199,144,137,7,0,0,95.1
220869069,199,144,143,1,0,0,99.3
224702480,199,144,133,11,0,0,92.3
220156962,199,144,144,0,0,0,100
224422501,199,144,143,1,0,0,99.3
225741420,199,144,143,1,0,0,99.3
222924169,962,144,144,0,0,0,100
220645642,962,144,118,26,0,0,81.9
